City,State,County,Lat,Lng,Population,Area,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year
Desdemona,TX,Eastland,32.2995,-98.55077,165,Urban,Medical secretary,2,89,24417.9,Separated,Female,No,10.58549,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,58.06953,182.4608,5026.193308
Ozone,AR,Johnson,35.70634,-93.4243,770,Urban,"Engineer, site",4,77,21887.88,Divorced,Male,No,7.792609,9,1,0,No,One year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,55.29166,149.9378,5310.127657
Wake,VA,Middlesex,37.57039,-76.42148,331,Suburban,Sports coach,2,79,15231.77,Divorced,Male,No,10.83194,10,1,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,No,Electronic Check,68.82747,182.4538,5920.786804
Utopia,TX,Uvalde,29.61297,-99.49586,1224,Urban,Purchasing manager,0,59,44808.02,Divorced,Female,No,14.03414,15,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Electronic Check,68.26584,179.9656,5729.894172
Fort Madison,IA,Lee,40.66823,-91.34873,12562,Rural,"Psychologist, sport and exercise",1,81,89310.12,Separated,Female,No,6.188606,11,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,58.42342,134.9509,4805.808191
Cecil,AL,Montgomery,32.29372,-85.98264,650,Suburban,Financial planner,0,28,34629.11,Never Married,Male,No,12.56263,10,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,50.84495,147.4738,4495.259979
Saint Louis,MO,St. Louis,38.53325,-90.41347,4986,Rural,Race relations officer,1,43,34164.73,Divorced,Male,No,15.53819,12,0,0,Yes,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,No,Yes,No,No,Mailed Check,64.2522,159.9642,5722.812198
Shelby,NE,Polk,41.21054,-97.41406,1357,Suburban,Retail merchandiser,1,56,11397.14,Separated,Female,No,7.839258,11,2,0,No,Two Year,No,No,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Mailed Check,48.79391,139.965,4663.083428
Mayslick,KY,Mason,38.51828,-83.87086,2060,Urban,Ship broker,1,29,63363.51,Divorced,Female,No,9.781182,8,4,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,No,Credit Card (automatic),51.54883,139.9349,5022.316317
Saulsbury,TN,Hardeman,35.09287,-89.04266,1166,Suburban,Insurance claims handler,1,52,64756.4,Separated,Female,No,10.377,17,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),70.24032,144.9607,5847.100806
Victory Mills,NY,Saratoga,43.08835,-73.59137,539,Urban,Chief Strategy Officer,0,30,17666.42,Never Married,Male,No,14.54649,18,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Mailed Check,66.8616,159.9794,6286.517671
Pine Brook,NJ,Morris,40.86728,-74.34275,5068,Urban,Adult guidance worker,1,47,12116.02,Widowed,Male,No,12.60035,5,2,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),43.2029,139.9349,4326.507187
Ochlocknee,GA,Thomas,30.97623,-84.04651,3547,Urban,Paediatric nurse,1,72,17974.85,Widowed,Female,No,8.951771,14,2,0,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Yes,Mailed Check,48.36469,129.9598,4565.513222
Manhattan,KS,Riley,39.26364,-96.68622,15702,Suburban,"Psychologist, sport and exercise",0,80,32843.32,Widowed,Male,No,11.46459,18,1,1,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,Yes,No,No,No,Electronic Check,46.39161,147.4893,3951.00192
Huntsburg,OH,Geauga,41.54269,-81.06935,2473,Rural,Historic buildings inspector/conservation officer,1,70,27246.52,Never Married,Female,No,8.203522,12,2,1,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),65.51344,207.4811,5850.927531
Saint Cloud,MN,Stearns,45.5744,-94.21155,24674,Suburban,Special effects artist,2,70,50998.03,Widowed,Male,No,10.65361,11,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,No,Electronic Check,70.74092,162.4827,6190.252926
Lovelock,NV,Pershing,40.2717,-118.179,5523,Rural,"Accountant, chartered",0,24,47522.52,Never Married,Female,No,6.506202,11,0,1,No,Two Year,No,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,69.78016,190.127,6744.437459
Buffalo,WV,Putnam,38.61032,-81.92474,2156,Suburban,Environmental health practitioner,1,80,35866.89,Separated,Female,Yes,11.24126,15,2,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Bank Transfer(automatic),59.99904,255.1198,5885.235129
Rockford,IL,Winnebago,42.30841,-88.99096,15591,Rural,"Biochemist, clinical",4,62,23498.57,Widowed,Female,No,5.625894,9,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,58.50038,194.9882,5264.752684
Butler,TN,Johnson,36.32921,-81.97851,3777,Suburban,Adult nurse,0,27,42924.08,Married,Female,No,13.62004,11,2,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Credit Card (automatic),65.84668,124.9607,5951.771265
Manassa,CO,Conejos,37.15686,-105.8636,1444,Urban,"Editor, magazine features",1,79,12434.17,Divorced,Male,No,8.820682,15,0,0,No,Month-to-month,No,No,None,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Credit Card (automatic),47.40865,210.1563,4467.334158
Pueblo,CO,Pueblo,38.43687,-104.6175,10856,Suburban,Armed forces technical officer,3,68,5512.35,Married,Female,No,8.677024,12,0,1,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Bank Transfer(automatic),64.91404,107.4958,5921.680845
Lake Arthur,LA,Jefferson Davis,30.07157,-92.80295,3591,Urban,Tourism officer,0,28,4241.63,Widowed,Female,No,10.55534,12,2,0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),69.27282,210.1051,6708.539556
Wilson,AR,Mississippi,35.59544,-90.08243,1124,Suburban,Software engineer,1,37,11320.55,Divorced,Female,No,9.650912,9,0,2,No,One year,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Credit Card (automatic),62.20392,174.9768,5936.572086
Oran,IA,Fayette,42.70125,-92.07619,104,Suburban,"Teacher, secondary school",0,20,8985.14,Widowed,Female,Yes,14.48734,10,0,2,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Mailed Check,63.07037,235.1372,6316.02224
Melrose,FL,Putnam,29.72554,-81.99464,7147,Urban,Chartered management accountant,3,85,39270.14,Never Married,Male,No,8.28654,8,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),41.54053,179.9794,3710.298126
Marsing,ID,Owyhee,43.39705,-116.8712,3515,Rural,Social worker,0,72,6527.16,Married,Male,No,9.501931,9,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),55.27064,144.9607,4606.446472
Keyesport,IL,Bond,38.77688,-89.29754,583,Urban,Diagnostic radiographer,3,59,22445.76,Separated,Male,Yes,6.958282,8,0,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Bank Transfer(automatic),48.00544,162.4653,4794.505137
Duncanville,TX,Dallas,32.634,-96.91176,19586,Suburban,Translator,0,68,43854.96,Never Married,Nonbinary,No,12.84373,13,0,2,No,Two Year,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Bank Transfer(automatic),70.14056,222.6326,6662.597959
Cleveland,MS,Bolivar,33.75623,-90.7275,17644,Rural,Exhibition designer,0,86,34511.01,Married,Male,No,13.28437,12,1,2,Yes,Two Year,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),67.8068,257.6513,6677.609286
Beaumont,TX,Jefferson,30.05295,-94.17654,18609,Rural,"Scientist, marine",0,67,39372.66,Never Married,Female,No,8.519894,16,1,0,No,One year,No,No,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,70.40235,200.1185,6583.556553
Eden,NY,Erie,42.64582,-78.87732,8284,Rural,"Education officer, museum",0,77,57201.64,Married,Female,No,9.245218,11,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Mailed Check,68.9214,179.9476,5785.96133
Augusta,GA,Richmond,33.47056,-81.98797,127,Rural,Operations geologist,3,62,32213.28,Separated,Female,No,9.770236,12,0,2,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),70.33868,255.1336,6933.85068
Dallas,TX,Dallas,32.83251,-96.84851,19141,Suburban,Graphic designer,2,76,28039.99,Married,Female,No,8.029455,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Credit Card (automatic),70.27195,217.484,6215.809536
Albemarle,NC,Stanly,35.33623,-80.20477,26601,Rural,Public librarian,2,85,64849.52,Separated,Female,No,6.613346,10,3,1,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,No,No,Yes,No,Mailed Check,55.57772,137.4616,4749.988334
West Hollywood,CA,Los Angeles,34.09386,-118.3817,20435,Rural,Chief Financial Officer,1,25,12097.74,Divorced,Male,No,13.72727,14,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,48.98259,157.4836,4361.243355
Michigantown,IN,Clinton,40.33629,-86.37735,1251,Suburban,Trade union research officer,0,76,23274.77,Married,Female,No,7.933279,10,0,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Credit Card (automatic),55.16171,159.9875,4581.646496
Bailey,TX,Fannin,33.44141,-96.17913,246,Rural,Production manager,4,61,23595.65,Separated,Male,No,8.520883,16,1,0,No,Two Year,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,63.78532,152.4555,6133.741768
Gate City,VA,Scott,36.65886,-82.60646,8407,Suburban,Sales executive,2,62,47333.98,Widowed,Male,No,8.772844,5,2,0,Yes,Two Year,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Bank Transfer(automatic),71.12765,164.9647,6674.831266
Fairview,OK,Major,36.29653,-98.62317,3521,Rural,"Scientist, biomedical",2,43,20496.34,Widowed,Male,No,7.476446,11,1,1,Yes,One year,Yes,No,None,Yes,No,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),54.23761,139.9678,4865.394915
Brookside,AL,Jefferson,33.64396,-86.91957,367,Urban,Marketing executive,1,57,51151.76,Widowed,Female,No,15.23668,12,3,1,No,Two Year,No,No,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Credit Card (automatic),61.08796,174.9699,5765.465884
Sturgeon,PA,Allegheny,40.37776,-80.21299,163,Urban,"Sound technician, broadcasting/film/video",1,62,33446.77,Divorced,Female,No,11.10738,13,0,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Credit Card (automatic),69.63521,172.5104,5929.405615
Farmington,NY,Ontario,42.99155,-77.33801,11848,Rural,Graphic designer,4,68,17235.3,Widowed,Female,No,6.936363,10,0,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),51.35655,230.1051,4819.017885
Cheyenne Wells,CO,Cheyenne,38.82308,-102.4598,1231,Suburban,Financial risk analyst,1,40,48168.63,Widowed,Female,No,6.238718,11,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Credit Card (automatic),62.71297,149.9447,5878.97721
Renault,IL,Monroe,38.15121,-90.13541,7,Urban,Biomedical scientist,0,59,63841.07,Separated,Male,No,11.5167,9,1,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Mailed Check,46.68593,192.4404,4200.226885
Big Horn,WY,Sheridan,44.61987,-107.1231,94,Suburban,"Teacher, special educational needs",4,35,25010.43,Separated,Male,No,10.0174,14,2,0,No,One year,No,Yes,None,Yes,No,Yes,Yes,No,No,No,No,Yes,Bank Transfer(automatic),58.69071,104.9923,5228.370034
Eastville,VA,Northampton,37.35479,-75.97069,678,Urban,Contractor,3,68,35053.31,Married,Male,No,10.9825,16,1,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Electronic Check,67.71293,142.5156,5983.810886
Nye,MT,Stillwater,45.34996,-109.8771,243,Rural,Advertising copywriter,1,60,69158.18,Never Married,Male,No,9.883574,10,0,1,No,Two Year,Yes,Yes,None,Yes,Yes,No,No,Yes,No,No,No,No,Electronic Check,60.96912,125.0073,5228.641848
Mount Lookout,WV,Nicholas,38.16849,-80.91073,1089,Urban,Psychotherapist,3,27,16276.54,Widowed,Female,No,14.7633,8,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Mailed Check,59.9904,229.9931,5569.122833
Bahama,NC,Durham,36.15926,-78.8778,6328,Rural,Film/video editor,0,33,43895.22,Married,Male,No,6.471674,17,2,0,No,One year,Yes,No,None,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,64.94053,222.6609,6060.196481
Arnold,CA,Calaveras,38.43419,-119.9744,2860,Suburban,"Engineer, control and instrumentation",0,75,31570.14,Never Married,Female,No,8.553943,15,0,0,No,One year,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,No,Yes,Bank Transfer(automatic),51.38074,107.482,4616.664022
Danville,IL,Vermilion,40.1643,-87.63785,8778,Rural,Public house manager,3,37,58783.8,Separated,Male,No,9.059994,12,2,1,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Mailed Check,60.12954,119.9568,5789.007701
Madison,NE,Madison,41.84007,-97.46471,2942,Suburban,Communications engineer,1,56,42369.14,Separated,Female,No,12.68768,4,3,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,52.95931,162.4827,4666.095949
Eckerman,MI,Chippewa,46.39445,-85.01704,291,Rural,Chief Technology Officer,1,68,18386.57,Widowed,Female,No,9.698516,11,2,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Electronic Check,70.28492,217.484,6212.316389
Fingal,ND,Barnes,46.76303,-97.68077,442,Urban,Automotive engineer,4,30,28791.24,Married,Female,No,13.67308,11,1,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,Yes,No,No,No,Yes,Mailed Check,46.076,92.5018,4044.807347
Decatur,IL,Macon,39.82902,-89.05106,15261,Rural,TEFL teacher,1,83,63881.41,Divorced,Female,No,10.8116,13,0,0,No,Two Year,No,No,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic Check,70.45268,117.4686,6273.600277
Garden City,MI,Wayne,42.3244,-83.34121,26809,Urban,Materials engineer,3,64,52153.53,Divorced,Male,No,9.89943,8,3,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Mailed Check,62.86179,204.961,5675.905105
San Diego,CA,San Diego,32.76517,-117.1999,29911,Urban,Technical author,0,89,33067.37,Married,Female,No,9.674462,14,0,0,No,One year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,No,Credit Card (automatic),68.3486,172.4579,5843.001421
Dyer,TN,Gibson,36.06702,-89.03658,4354,Suburban,Academic librarian,3,84,15763.55,Widowed,Female,No,10.13542,10,3,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Credit Card (automatic),68.04513,134.9509,5645.924053
Denver,CO,Jefferson,39.68853,-105.0905,22553,Suburban,"Pharmacist, community",5,80,47832.37,Never Married,Female,No,7.75187,17,2,0,No,One year,No,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,51.19372,94.97283,4734.546819
Woodsfield,OH,Monroe,39.74329,-81.0998,4901,Urban,"Teacher, secondary school",2,69,43374.14,Married,Nonbinary,No,12.98864,16,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),63.20163,162.4608,5921.944651
East Chatham,NY,Columbia,42.41678,-73.49419,1551,Suburban,Social worker,1,42,90756.87,Widowed,Female,No,8.306153,10,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),65.50762,242.6281,6056.561962
Searchlight,NV,Clark,35.51337,-114.8866,316,Rural,Midwife,2,70,7172.86,Widowed,Male,No,8.239022,11,2,1,Yes,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),71.805,172.4885,6626.316041
Linton,ND,Emmons,46.23898,-100.3011,1668,Suburban,Television camera operator,2,29,98425.53,Married,Nonbinary,No,5.646236,13,0,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Credit Card (automatic),63.83868,137.4684,5585.510396
Somerset,MA,Bristol,41.71252,-71.18426,2421,Rural,"Designer, multimedia",3,43,72214.56,Married,Male,No,8.595905,14,2,0,No,One year,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Yes,No,No,Electronic Check,71.97382,142.4526,6833.821068
Grosse Pointe,MI,Wayne,42.38324,-82.92332,16425,Rural,Chief Executive Officer,0,78,26077.57,Divorced,Female,No,8.413018,9,3,1,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Mailed Check,51.68157,119.9568,4822.96735
Collettsville,NC,Caldwell,36.01103,-81.73527,1162,Rural,"Engineer, broadcasting (operations)",4,49,25371.48,Divorced,Male,No,5.448899,13,1,1,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),68.67656,212.6228,6836.227251
White Bluff,TN,Dickson,36.14708,-87.19956,7360,Rural,"Librarian, academic",0,76,22875.95,Divorced,Male,No,7.134899,6,0,0,No,Month-to-month,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Credit Card (automatic),66.21743,245.132,6013.898703
Whitestown,IN,Boone,40.02528,-86.33489,6544,Rural,Mechanical engineer,3,53,37808.3,Never Married,Male,No,15.06607,11,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,No,Credit Card (automatic),66.29727,149.9778,5766.157948
Powderly,KY,Muhlenberg,37.2393,-87.16002,796,Urban,"Optician, dispensing",1,79,22192.77,Widowed,Female,No,9.432528,16,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,No,No,Electronic Check,70.11749,139.983,6273.515792
Eden,VT,Lamoille,44.72831,-72.58748,745,Suburban,Meteorologist,3,41,21874.98,Divorced,Male,No,12.92389,11,0,0,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Mailed Check,63.25715,209.9931,6286.671937
Alexander,NY,Genesee,42.91694,-78.2503,1973,Rural,"Buyer, retail",6,57,14636.41,Separated,Female,No,6.917469,6,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Electronic Check,55.36779,127.4601,5205.865095
Reeseville,WI,Dodge,43.29013,-88.8789,1776,Suburban,Financial manager,0,21,63870.16,Never Married,Female,No,12.94624,13,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Electronic Check,70.42914,207.4811,6383.577895
South Charleston,WV,Kanawha,38.30847,-81.75053,13493,Suburban,Aeronautical engineer,4,84,64140.04,Never Married,Female,No,13.64852,9,1,0,Yes,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,67.08536,182.4608,5842.892958
Houma,LA,Terrebonne,29.51676,-90.70663,25335,Rural,"Solicitor, Scotland",0,72,65966.95,Never Married,Female,No,10.11368,15,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,No,Credit Card (automatic),47.59384,137.4686,3992.381842
Flanders,NJ,Morris,40.84527,-74.70318,11725,Suburban,Horticultural consultant,1,76,9880.38,Never Married,Female,No,11.38673,14,2,1,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),64.77844,252.6378,5863.301733
Saint Louis,MO,St. Louis,38.62974,-90.21678,8307,Rural,"Administrator, local government",1,25,37513.71,Divorced,Female,No,8.746045,15,1,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),69.22361,127.4421,6353.540649
Craftsbury Common,VT,Orleans,44.68112,-72.35814,365,Urban,Herpetologist,0,80,44608.56,Divorced,Male,Yes,17.03441,15,1,0,Yes,Month-to-month,No,Yes,None,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,65.97991,200.1652,5897.274439
Dalton,NE,Cheyenne,41.40733,-102.9736,618,Rural,Illustrator,0,65,61583.24,Separated,Female,No,11.62325,11,1,0,Yes,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,No,Electronic Check,68.78508,139.9349,6285.801266
Birmingham,IA,Van Buren,40.86516,-91.96052,1063,Rural,Petroleum engineer,4,23,66612.08,Widowed,Female,No,6.216534,15,2,0,Yes,Month-to-month,No,No,None,Yes,No,Yes,No,No,No,Yes,No,No,Mailed Check,46.38121,107.4806,4278.637138
Millers Falls,MA,Franklin,42.57271,-72.48329,1292,Rural,Town planner,5,19,11609.18,Never Married,Male,No,14.22906,12,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Credit Card (automatic),40.80483,162.4653,4397.21741
Westminster,SC,Oconee,34.65257,-83.15153,14413,Urban,"Pilot, airline",2,42,37588.44,Never Married,Female,Yes,7.809647,12,1,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,50.98888,212.6228,5301.26466
Edgerton,MN,Pipestone,43.88149,-96.11559,2057,Urban,Midwife,0,74,72753.32,Separated,Male,No,6.436341,12,0,2,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,66.19976,229.9931,5913.740403
Oakland,RI,Providence,41.96345,-71.64835,728,Urban,Armed forces technical officer,4,32,12226.89,Separated,Female,No,10.47687,9,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,38.64796,187.4847,3798.942746
Poland,NY,Herkimer,43.2129,-75.07749,1773,Rural,Diplomatic Services operational officer,0,48,83831.61,Never Married,Male,No,6.082661,10,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Electronic Check,58.3401,172.4624,5172.422992
New Ellenton,SC,Aiken,33.4182,-81.69172,2568,Suburban,Geographical information systems officer,2,73,49768.03,Divorced,Female,No,16.93215,16,0,2,No,Month-to-month,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),51.74095,232.624,5168.330032
Goodwater,AL,Coosa,33.08977,-86.06138,4901,Rural,Theatre manager,1,24,56969.75,Divorced,Female,No,7.382948,8,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,51.91699,187.4847,4820.053166
Montour Falls,NY,Schuyler,42.34856,-76.834,2981,Rural,Writer,5,78,49914.94,Divorced,Female,No,6.40204,20,1,1,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,No,No,Yes,Yes,No,No,Credit Card (automatic),52.66362,119.9897,4648.186854
Weirsdale,FL,Marion,28.98587,-81.90181,2986,Urban,Field trials officer,1,33,35214.65,Married,Male,No,9.584041,9,3,1,No,Two Year,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),65.09341,225.1457,6587.881944
Lissie,TX,Wharton,29.52037,-96.21862,15,Rural,"Engineer, biomedical",0,55,70752.94,Separated,Male,No,7.915988,17,2,1,No,Month-to-month,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,60.19463,152.4555,5736.061108
Anthony,FL,Marion,29.30708,-82.07627,3937,Urban,Midwife,7,82,28028.85,Separated,Male,No,6.593316,14,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Bank Transfer(automatic),54.51932,179.9476,4887.271461
Lupton City,TN,Hamilton,35.10096,-85.2615,375,Rural,"Scientist, product/process development",3,76,83600.69,Divorced,Female,No,13.19842,15,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Yes,Mailed Check,57.67058,182.4653,5034.929065
Olivehurst,CA,Yuba,39.03346,-121.5576,27728,Rural,Rural practice surveyor,0,20,19345.8,Separated,Female,No,8.549581,13,4,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),67.86253,220.1323,6196.873658
Rome,PA,Bradford,41.92084,-76.29649,3133,Urban,"Designer, industrial/product",4,40,54364.66,Married,Female,No,6.134364,15,0,2,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Bank Transfer(automatic),63.90801,162.4689,5627.198878
Collyer,KS,Trego,39.00388,-100.0862,149,Urban,Special effects artist,2,30,8930.13,Divorced,Male,No,12.89589,8,0,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Yes,No,Credit Card (automatic),69.59294,190.127,6818.04834
Avella,PA,Washington,40.25417,-80.43835,3853,Urban,Careers information officer,0,75,29611.97,Widowed,Male,Yes,12.17266,13,0,1,No,Month-to-month,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,58.17852,255.1336,5849.55113
Van Etten,NY,Chemung,42.21523,-76.58135,1659,Urban,Lawyer,0,43,59563.85,Never Married,Female,No,8.739705,17,0,2,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,58.08347,232.624,5724.812194
